acccut_1,acccut_2,acccut_3,gyrcut_1,gyrcut_2,gyrcut_3,magcut_1,magcut_2,magcut_3,magCalcut_1,magCalcut_2,magCalcut_3,EAcut_1,EAcut_2,EAcut_3,regionLabels,activeBrushingcut,segNocut,pressurecut,phiTranscut,thetaTranscut,psiTranscut
0.970515175733164,-0.00169055395329794,0.954349021953651,38.7594090054387,16.7453929125253,-0.37014707494656,223.233544284604,47.2557426172714,861.106181337682,-0.77115091215195,-0.411276585329099,-0.528333201067203,22.9981318155875,-41.0313352758522,107.484160467962,ManLO,1,1,NaN,NaN,NaN,NaN
0.856753781009915,0.216464356293758,0.820813469588138,44.8147467916625,31.0976289361046,-2.37302676250267,227.112724047725,51.4509640281265,857.068814124926,-0.758397544714183,-0.39006984476478,-0.547321598664883,19.5427592901385,-38.584307154201,112.867872592769,ManLO,1,1,NaN,NaN,NaN,NaN
0.444232055260983,0.296418254244235,0.674539105881634,20.721152786062,4.1915369756842,16.4696873905046,229.499972009071,39.2467691717129,863.349383239576,-0.743166379588396,-0.458527125619044,-0.517719469840105,19.4858743992936,-36.8137913741488,117.952116247332,ManLO,1,1,NaN,NaN,NaN,NaN
-0.0950204542023051,0.301790905180575,0.936019922941419,-4.15102937160693,-7.43366016513167,15.6079992768729,230.477388426996,35.9850924525598,857.797221814325,-0.738126048519681,-0.477400051242056,-0.544555329217607,16.1544484173613,-34.164229846916,122.467959930649,ManLO,1,1,NaN,NaN,NaN,NaN
0.120108936390485,0.204363989723448,0.876468278280886,-14.8989268818202,-19.8210517210293,-8.61765368077151,228.073095702019,39.0607293501269,852.387683714932,-0.749075630211547,-0.459518029923663,-0.570497042455084,16.9923152012379,-37.4758142741071,123.199880643303,ManLO,1,1,NaN,NaN,NaN,NaN
0.521196281953754,0.0341607614259335,0.914620813267697,-30.0117670191283,-15.1665700526797,-9.30225535355431,223.963074680687,43.7988854333664,873.466237454815,-0.766140201536575,-0.43008216222681,-0.46907521438522,12.8722422386828,-35.0736204208661,126.541634900933,ManLO,1,1,NaN,NaN,NaN,NaN
1.22179588802601,0.0291547685489578,0.941857195250695,31.811940912089,-6.52547434830458,-3.67901836982735,238.474332661156,53.1418295246844,862.418207587357,-0.715247960562896,-0.385742798897274,-0.520978242161397,18.1700381677335,-32.9359804135647,126.24780136785,ManLO,1,1,NaN,NaN,NaN,NaN
1.09930044782007,-0.00483247707836085,0.80017983748009,22.9774161747495,16.0404318260895,1.62718863513564,227.483694045956,37.732835463457,855.927752287517,-0.750551728988375,-0.466401254426365,-0.55358139428457,13.7538011321369,-33.3121472825308,130.487217185372,ManLO,1,1,NaN,NaN,NaN,NaN
0.806670202275805,0.116330793979574,0.683814571089906,38.0179023502662,20.9403780529837,9.42019343816908,218.002095123183,34.8820753387105,858.593900370855,-0.785551034476832,-0.477586602138151,-0.541368009963537,15.864332334006,-28.4010717472765,131.896384718813,ManLO,1,1,NaN,NaN,NaN,NaN
0.159247897999519,0.415051121437275,0.841065449663427,69.6851601260283,-3.84816168687003,40.6764704638076,227.813874562517,44.1341566763988,860.345895758565,-0.75209667813254,-0.430795908528428,-0.531955774768803,14.5853371461994,-32.1486876022237,136.36311750912,ManLO,1,1,NaN,NaN,NaN,NaN
-0.0738821238906421,0.416430300973052,0.90141404643398,55.6466068463722,-24.8780707831245,42.6822508038879,226.646649131004,41.0671925371212,875.607121505509,-0.754430488452629,-0.446376689358194,-0.458815413914097,11.3599289993207,-31.6134004200587,141.069299276828,ManLO,1,1,NaN,NaN,NaN,NaN
0.164731497518895,0.296984265052284,0.866125923905439,-24.9706911410089,-30.1920872286256,-19.4793020260448,220.031476280617,31.1846541737222,874.831358212018,-0.775247316968843,-0.498116154008834,-0.463422147328354,14.6325746914531,-30.2471124685193,136.19518891888,ManLO,1,1,NaN,NaN,NaN,NaN
0.542793101882338,0.135069485720448,0.809084562941587,-67.9385334059427,-21.4913905093613,-58.4883234714415,216.159673297186,47.1079722474335,884.159673762427,-0.797218219081663,-0.407429382749972,-0.417835850297643,9.48914732854842,-32.8246317299114,137.136635590297,ManLO,1,1,NaN,NaN,NaN,NaN
1.21220419814002,0.126475406280107,0.907114998670396,-4.53706847945722,-6.16350312487061,-35.5215100032871,211.046538589382,38.4233043061858,886.658927856891,-0.812670988348691,-0.453044361303118,-0.406558448678709,14.804210367352,-30.4884431015138,133.701646571437,ManLO,1,1,NaN,NaN,NaN,NaN
1.19205219420761,0.269185730561154,0.878767800719066,17.952296180814,15.1705702866499,8.61817457881426,221.486212872848,32.3115093030423,882.048295873718,-0.769848650474087,-0.4921359200742,-0.428592724355481,10.7700560212707,-32.1474522572904,137.560513261033,ManLO,1,1,NaN,NaN,NaN,NaN
0.818940125026595,0.234866172689083,0.858066047547286,10.2207251904741,26.1263712249053,31.531681329029,223.890094233502,37.8038914949226,881.264431105391,-0.763230471672814,-0.462850542485063,-0.431932944182936,14.2730555081269,-28.9403255975978,135.882374791182,ManLO,1,1,NaN,NaN,NaN,NaN
0.44432494495796,0.294472216120381,0.67275905015359,13.4290763439498,7.61160385934583,42.5633808047678,224.561202719759,36.6399820897291,881.355997593653,-0.760095896063824,-0.469617756101258,-0.431528681876816,10.6900902863826,-32.2846372916554,140.298522639121,ManLO,1,1,NaN,NaN,NaN,NaN
